sleep_hours,study_hours,mobile_usage_hours,tv_hours,exercise_hours,extracurricular_hrs,friends_time_hrs,family_time_hrs,attendance_pct,stress_level,gender,exam_score
7.49,2.87,2.46,4.23,1.4,0.24,2.02,0.9,70.6,2,Female,52.81
6.44,4.07,4.37,0.56,1.92,0.79,2.22,0.73,68.7,9,Male,47.95
9.85,3.8,3.5,2.07,2.03,0.5,3.85,1.79,73.2,6,Female,60.64
4.91,4.01,3.79,0.0,1.37,1.95,2.11,2.66,67.4,8,Male,55.13
7.24,5.92,3.18,1.96,0.6,1.74,2.99,1.36,65.5,9,Female,65.06
5.65,3.32,2.72,1.57,0.99,1.16,1.48,2.4,88.2,7,Male,57.64
6.41,7.1,5.61,3.14,1.97,1.4,2.54,1.71,79.9,4,Female,76.95
7.17,2.51,2.07,1.57,1.61,1.14,0.91,2.55,55.0,4,Female,54.91
4.21,6.92,4.39,3.14,1.06,1.8,2.44,1.29,86.1,7,Female,64.11
7.28,2.98,4.18,0.98,0.87,1.56,2.89,2.25,84.3,6,Female,51.21
9.28,4.5,1.45,1.72,1.99,1.69,3.61,2.11,60.2,10,Female,60.35
6.46,3.76,2.42,1.74,1.32,1.07,1.68,3.23,80.2,8,Female,52.46
7.31,3.98,2.64,2.5,2.1,0.76,1.97,2.5,85.4,9,Female,55.91
8.23,5.7,4.23,2.37,2.2,1.67,1.86,2.23,58.7,4,Male,71.25
6.8,6.75,3.02,2.72,1.25,2.29,2.25,0.68,81.4,5,Female,69.59
6.3,6.29,3.39,2.27,2.26,1.97,1.54,1.53,69.9,9,Female,60.62
4.27,3.89,1.61,2.66,1.61,2.31,0.34,1.28,84.5,3,Male,59.17
7.77,4.78,6.52,1.1,1.71,1.31,1.46,1.26,66.8,9,Male,57.34
6.86,3.33,3.59,2.39,0.0,0.52,2.45,2.01,90.5,6,Male,60.59
5.78,3.01,4.15,3.61,0.72,0.58,2.35,2.22,75.1,5,Male,49.37
7.15,2.78,2.8,0.32,0.77,2.17,3.05,2.25,70.6,10,Female,53.01
6.3,3.84,2.65,2.49,1.25,0.0,3.34,3.14,69.3,3,Female,56.71
6.37,4.87,5.99,2.68,1.59,2.25,2.05,2.44,88.5,7,Male,63.4
7.73,1.63,1.01,3.46,1.62,0.65,0.91,0.89,69.3,4,Male,52.49
5.39,4.43,3.86,2.73,1.73,2.55,2.9,2.18,90.7,10,Male,57.43
8.26,6.77,1.93,2.1,0.95,1.15,2.49,2.53,80.6,6,Female,77.61
5.32,6.18,2.97,2.43,2.05,1.71,2.24,3.14,61.4,6,Female,60.17
6.2,3.62,2.67,1.26,2.95,2.87,3.72,1.86,78.3,4,Male,62.11
9.31,2.4,2.22,1.61,1.22,0.97,2.95,1.87,78.6,1,Male,66.81
8.35,5.19,3.55,0.66,0.97,0.96,2.62,2.97,61.0,10,Female,54.66
7.12,1.02,0.16,3.49,0.95,0.71,2.66,2.16,78.1,5,Female,51.81
5.87,6.17,3.09,2.45,1.57,0.5,3.35,0.56,84.5,7,Male,62.05
6.36,4.18,3.38,1.08,1.08,0.97,1.81,0.37,91.5,10,Female,58.24
7.09,7.25,1.73,2.27,0.12,0.81,1.62,3.66,91.0,4,Male,78.24
7.05,1.91,5.47,3.16,0.33,0.32,2.27,0.46,100.0,1,Female,55.72
6.89,5.88,2.73,2.99,2.32,1.05,1.32,1.85,78.0,8,Female,69.68
6.96,4.35,3.19,1.07,2.53,1.51,2.45,2.79,84.6,7,Male,64.68
6.74,4.0,2.73,0.0,2.78,0.57,2.6,0.41,70.7,7,Female,60.55
5.27,2.45,3.39,2.4,1.68,1.09,2.43,1.03,100.0,4,Female,60.46
6.38,5.39,5.2,1.11,0.71,2.18,2.14,0.88,67.3,10,Male,52.62
8.1,5.51,6.71,2.62,1.15,0.21,4.15,3.62,100.0,5,Female,65.67
5.36,7.18,4.47,2.95,0.31,2.55,3.44,3.82,98.5,1,Male,81.29
6.77,6.01,4.91,3.11,0.28,0.73,2.4,1.34,68.6,6,Male,62.01
6.02,3.61,5.73,3.74,1.7,1.34,2.59,2.52,90.4,8,Female,50.04
7.13,2.99,3.82,3.24,1.93,2.1,3.88,2.28,83.5,5,Female,53.55
6.53,2.45,5.54,3.75,3.07,2.31,1.92,1.75,73.1,5,Male,53.17
8.77,6.71,4.53,3.38,1.43,1.53,1.53,0.54,76.4,10,Female,63.12
7.61,3.33,3.69,3.47,0.41,0.71,2.73,4.08,81.2,6,Female,62.2
5.43,6.72,3.96,1.96,1.4,0.65,2.91,0.37,82.3,4,Female,67.29
7.81,5.29,1.13,0.71,1.27,0.8,2.99,2.19,95.9,4,Male,75.44
6.07,4.99,3.88,4.48,1.11,2.52,3.33,1.42,84.9,8,Female,58.58
6.31,4.04,1.49,2.06,1.77,0.93,1.77,2.91,68.8,8,Female,60.07
7.38,5.49,1.39,3.23,0.53,1.43,1.09,2.76,86.9,1,Female,75.88
6.41,4.48,3.75,1.45,1.6,0.47,1.92,1.12,57.0,8,Male,58.49
8.07,3.95,2.05,2.96,2.02,0.39,3.08,1.29,73.4,4,Female,65.57
6.07,5.54,3.49,0.0,2.64,1.22,1.58,0.6,74.5,2,Male,73.33
6.26,4.28,3.68,1.59,1.75,0.97,0.57,2.18,85.9,2,Female,69.72
6.21,3.3,3.74,1.9,2.33,1.02,2.64,2.64,99.2,9,Male,59.66
6.32,5.4,2.32,2.46,1.14,0.16,1.93,1.6,80.6,3,Female,74.67
8.32,4.4,4.67,3.07,1.26,1.15,0.77,1.78,73.7,6,Female,61.48
7.75,5.23,3.38,0.91,2.58,2.28,2.57,3.72,69.6,6,Female,66.51
9.05,3.82,4.07,2.66,0.4,0.6,2.11,2.84,88.0,5,Male,59.95
9.72,2.69,1.94,3.23,1.18,1.83,4.18,3.21,75.7,4,Female,58.77
5.76,7.1,3.27,4.35,2.4,0.0,2.59,0.0,72.0,1,Male,72.82
7.08,6.82,4.93,2.71,1.33,0.64,3.09,2.49,89.4,1,Male,78.48
5.59,5.83,4.76,1.54,1.27,0.0,2.48,2.23,92.0,5,Female,67.51
6.07,3.92,2.46,0.73,1.29,2.07,1.9,0.87,66.5,9,Female,57.94
6.24,4.05,2.79,3.83,1.59,1.82,2.01,1.06,60.0,9,Female,44.65
5.73,6.57,2.21,2.74,2.37,0.48,3.58,1.8,76.8,7,Male,68.82
5.74,3.97,2.65,1.98,2.24,1.4,3.25,0.79,64.3,3,Female,61.98
6.83,3.55,1.68,0.38,1.51,2.04,1.01,1.28,62.7,10,Male,47.12
5.54,7.31,3.32,1.07,2.37,2.15,1.25,1.58,65.5,4,Male,77.8
8.01,4.43,4.32,2.63,1.77,0.92,1.31,2.52,90.6,9,Female,68.95
5.9,7.15,2.48,2.35,2.19,0.0,3.56,1.36,85.8,2,Female,82.06
10.37,2.4,3.38,0.05,0.68,0.57,0.77,1.6,100.0,6,Male,66.26
6.46,5.28,3.21,2.63,2.89,1.74,3.29,2.92,70.3,3,Male,68.92
7.09,7.61,4.87,0.43,1.68,2.67,2.9,0.41,94.0,5,Male,81.91
5.45,4.54,2.7,3.35,0.0,1.16,2.65,2.2,83.9,8,Male,59.8
9.05,4.1,2.75,2.21,2.83,0.78,2.03,2.35,71.3,10,Female,59.58
8.34,2.75,2.4,1.54,1.5,2.88,3.69,2.38,76.2,1,Male,70.52
7.36,6.12,2.02,2.99,1.18,1.48,2.61,1.55,71.3,5,Male,72.75
5.38,3.34,4.19,2.35,1.02,0.34,1.06,1.04,81.1,1,Male,63.59
7.25,4.36,3.32,3.32,1.85,1.12,1.29,3.37,89.8,6,Female,68.17
5.65,2.65,3.57,2.08,0.79,1.9,0.86,1.23,73.6,10,Male,45.13
8.75,6.84,5.16,2.14,1.04,1.15,3.7,0.99,88.2,4,Male,76.86
7.97,6.23,5.23,1.71,1.06,1.76,3.92,2.02,93.3,4,Female,73.55
7.11,4.45,1.36,2.26,1.27,0.08,3.59,1.33,95.9,3,Female,74.1
4.08,2.77,4.34,3.7,1.09,0.2,2.36,2.95,63.9,9,Male,35.56
5.82,6.8,3.79,1.5,2.18,0.69,1.07,1.76,77.4,9,Female,67.71
7.83,3.95,2.9,2.65,1.72,1.0,1.45,3.06,86.5,9,Female,59.85
8.46,2.84,3.93,1.12,1.81,1.43,1.51,2.4,65.0,3,Female,57.2
8.33,1.86,1.26,0.0,1.99,1.65,2.45,1.65,62.3,3,Male,61.76
5.09,3.53,5.4,2.21,1.43,2.93,3.89,3.0,77.7,2,Male,52.94
7.36,2.32,4.17,2.37,0.68,0.68,3.88,1.41,73.0,2,Male,52.31
8.22,3.57,2.38,1.89,2.94,0.98,2.01,1.71,75.9,8,Male,63.2
5.01,5.62,2.74,0.5,2.24,0.7,0.26,2.48,72.3,6,Male,67.92
6.99,3.94,1.29,2.3,2.79,1.96,1.33,2.2,100.0,9,Male,66.96
7.33,5.03,3.09,2.27,2.33,1.99,3.69,1.39,72.5,7,Male,61.72
6.64,3.41,2.87,1.11,1.13,0.89,2.73,0.62,85.0,10,Male,55.89
4.78,4.6,1.78,0.65,0.0,2.65,2.14,1.98,84.2,1,Male,67.95
6.61,7.38,4.51,1.75,0.52,0.7,2.07,1.35,57.7,7,Male,67.9
6.61,3.98,5.16,2.65,2.01,1.92,1.75,2.03,95.6,2,Female,70.26
6.82,5.08,3.46,2.42,1.42,2.22,1.3,1.62,85.5,4,Female,65.43
6.32,2.15,3.1,1.12,1.16,0.25,4.57,1.35,79.9,5,Female,49.84
6.47,6.78,4.07,2.14,0.0,1.6,4.22,1.76,90.7,6,Male,68.76
6.95,3.78,3.47,2.89,1.49,0.0,1.68,1.93,77.4,3,Male,62.33
7.53,6.08,2.09,0.83,0.63,1.78,0.75,2.63,88.6,2,Male,79.96
6.63,4.32,2.65,2.06,0.92,0.43,2.67,2.38,55.5,2,Female,58.61
6.51,5.42,3.11,3.34,2.18,1.6,2.35,3.88,87.8,3,Male,72.98
7.11,5.51,3.82,0.73,0.68,1.73,3.13,2.13,80.2,7,Female,64.43
4.69,3.82,3.51,3.16,0.75,1.98,3.35,1.39,80.4,9,Female,47.94
7.57,6.14,3.77,3.62,1.65,1.82,1.33,1.85,67.9,4,Male,73.33
7.0,3.36,1.52,1.78,2.2,1.24,3.78,2.51,75.4,9,Male,51.91
7.05,5.67,4.36,1.66,1.18,0.93,2.15,2.9,75.0,9,Female,61.39
8.15,3.91,3.5,3.03,2.67,1.15,3.11,3.21,64.3,3,Female,62.46
4.66,5.02,6.82,1.81,0.48,0.42,2.24,1.08,82.3,2,Female,58.81
4.63,3.81,3.0,0.0,0.34,1.05,3.42,3.15,96.9,4,Male,60.74
7.33,4.57,3.92,1.9,0.27,1.0,0.14,1.96,60.9,2,Male,61.05
6.99,2.89,7.18,2.47,0.18,0.65,3.24,1.17,83.9,10,Female,41.59
7.2,4.87,3.75,2.74,1.77,0.0,1.67,1.82,73.0,9,Male,65.51
6.45,4.57,3.41,1.12,0.72,0.31,2.57,3.09,71.6,4,Female,62.53
7.8,3.69,2.22,1.73,0.37,0.0,3.74,2.41,78.9,6,Male,57.68
8.12,4.42,5.49,2.98,1.8,0.98,1.7,0.91,79.1,4,Male,60.87
7.58,4.7,1.99,1.94,2.16,1.45,1.54,0.92,80.2,1,Male,78.46
6.69,3.58,4.06,0.47,2.34,0.0,2.13,0.89,64.4,3,Female,57.23
4.47,4.31,2.88,3.24,2.2,1.37,2.06,1.34,91.1,1,Male,70.55
7.92,2.99,3.25,1.79,0.77,1.11,1.45,2.07,79.0,5,Male,54.43
8.47,8.02,1.65,3.09,1.72,0.38,2.61,0.99,85.1,5,Male,85.67
7.77,6.09,5.25,0.6,1.9,0.9,2.66,1.61,92.6,4,Female,77.39
5.94,4.91,3.14,1.88,1.12,1.94,2.96,3.26,54.9,7,Male,59.39
7.81,6.26,1.92,2.51,1.63,0.52,1.68,3.46,85.6,8,Female,75.42
8.03,1.53,5.13,1.91,0.5,1.26,1.56,3.4,76.0,6,Female,48.34
8.87,0.66,2.84,0.82,1.0,1.44,2.38,0.38,90.2,4,Male,58.43
5.95,3.9,3.93,0.0,1.8,0.62,2.25,3.51,68.4,4,Female,57.9
6.73,2.43,4.59,3.52,2.71,1.91,2.27,2.08,89.2,5,Male,53.07
7.9,4.15,4.12,2.25,2.42,1.48,1.79,2.07,65.3,8,Female,56.63
7.07,4.81,0.64,3.17,2.03,1.02,2.83,2.93,82.8,4,Male,76.28
5.66,5.88,4.4,2.93,1.56,2.85,1.56,2.63,81.4,8,Female,64.83
7.5,2.79,3.37,2.6,1.44,1.91,2.38,0.32,76.1,4,Female,59.32
7.69,5.1,3.07,1.68,0.34,0.02,2.19,1.45,65.6,6,Male,61.82
7.11,4.52,3.36,2.49,0.83,0.93,2.47,1.67,73.6,3,Male,66.71
7.26,5.02,1.41,3.43,0.86,2.93,3.69,0.8,89.1,1,Male,71.41
6.69,3.72,3.75,2.08,1.96,0.51,1.19,2.9,95.9,5,Male,62.67
8.77,6.57,1.73,3.9,2.26,1.25,0.11,3.3,100.0,8,Female,80.15
5.92,4.34,3.13,0.5,2.09,2.06,1.91,1.99,84.3,5,Female,65.05
6.3,7.16,3.7,0.39,2.45,1.66,1.35,2.27,81.0,8,Male,73.88
7.01,3.31,4.9,2.99,1.56,1.76,0.0,1.99,83.4,1,Male,65.16
8.05,5.61,2.43,1.18,0.71,1.72,4.25,2.09,100.0,1,Female,82.8
5.2,4.41,5.39,4.04,1.46,1.22,3.06,3.01,84.2,10,Male,51.83
5.43,4.01,4.73,3.34,0.92,0.65,3.17,0.41,79.0,6,Female,45.2
4.55,5.45,2.94,3.59,2.03,1.5,2.21,2.44,74.7,4,Male,68.71
7.04,4.05,2.06,2.88,1.21,0.92,2.92,2.01,76.1,7,Female,57.27
5.66,0.51,1.62,1.08,1.42,0.86,2.08,1.36,82.6,8,Female,47.09
6.54,0.0,3.85,0.34,2.05,2.24,3.31,1.55,69.0,9,Male,35.95
7.79,6.41,2.54,3.5,0.91,0.93,2.69,3.65,70.5,10,Female,65.96
6.23,6.35,5.06,0.5,2.27,2.39,2.46,0.81,77.2,4,Male,69.46
7.28,7.33,2.62,3.58,0.42,1.38,2.54,1.85,72.6,1,Male,76.57
6.64,4.47,2.33,2.67,1.75,1.09,3.97,3.47,85.2,5,Female,67.32
7.81,2.56,3.8,1.92,1.43,0.0,2.67,0.86,86.1,2,Female,52.65
7.57,3.87,2.61,2.44,2.16,2.68,1.47,1.59,81.2,6,Female,61.39
6.17,4.52,3.51,2.47,0.4,1.2,2.84,2.04,83.9,2,Female,67.5
6.8,2.99,4.78,1.8,0.28,0.0,2.99,2.37,79.4,7,Male,47.88
8.25,6.97,3.65,3.43,2.1,1.89,2.36,1.93,40.0,9,Male,61.34
7.47,7.86,3.66,3.39,1.19,1.16,2.45,1.19,67.5,3,Male,82.41
5.32,5.22,3.77,2.16,1.43,0.55,1.43,2.4,86.5,6,Male,68.77
7.79,4.48,1.3,1.4,0.97,1.85,2.6,1.91,67.9,10,Male,60.27
5.7,2.56,4.01,3.31,2.23,0.0,1.29,2.56,88.3,4,Female,58.01
8.7,6.82,3.71,0.0,1.74,0.7,2.25,2.83,88.9,8,Male,82.27
8.23,4.61,4.66,2.44,1.69,0.99,1.83,0.66,74.8,1,Male,69.11
7.35,4.07,4.29,2.74,0.56,1.8,3.48,2.93,70.9,7,Female,53.6
7.19,5.22,3.24,1.17,1.9,2.77,4.05,1.77,78.1,1,Female,75.69
6.75,3.62,4.84,2.97,0.71,1.03,1.36,2.74,77.5,1,Female,57.01
7.81,4.72,3.12,1.97,0.97,1.52,2.5,2.44,85.5,6,Female,68.47
6.56,2.34,3.82,1.45,0.41,3.12,2.19,3.67,49.9,9,Male,41.88
7.28,6.13,3.1,2.96,1.37,1.2,2.96,2.01,69.2,8,Male,65.03
8.05,4.34,4.1,0.91,2.35,1.53,2.6,1.64,65.9,5,Female,64.3
6.33,6.24,3.01,2.87,1.68,0.33,2.11,1.54,47.8,4,Female,62.68
6.26,4.2,5.64,0.02,1.15,2.57,2.59,1.07,72.1,5,Female,58.4
5.57,4.3,6.12,2.29,1.59,0.7,2.29,2.73,60.0,3,Female,50.7
5.72,2.68,4.64,2.04,1.58,1.39,4.09,1.01,73.4,1,Male,53.25
4.81,5.64,5.5,1.46,1.55,1.37,1.71,2.72,72.1,9,Male,52.73
7.88,3.19,1.5,2.39,1.64,1.26,2.76,1.8,83.4,6,Female,59.66
9.17,3.77,1.65,1.92,0.67,0.9,3.01,0.41,75.0,9,Female,52.82
8.71,4.5,3.08,3.05,1.59,1.37,2.94,3.34,57.7,6,Male,60.61
5.05,4.68,3.55,2.56,0.1,2.43,2.2,0.0,82.2,4,Female,61.9
7.87,1.94,3.24,2.45,1.96,2.8,3.87,1.93,100.0,1,Female,65.54
8.71,4.15,1.37,2.29,0.62,1.08,0.41,2.21,90.9,8,Male,70.19
6.45,5.69,5.0,1.53,2.44,0.89,1.41,0.0,86.2,7,Male,62.92
7.12,3.93,6.3,1.7,0.0,0.63,3.16,2.4,75.7,9,Male,46.63
4.59,4.16,5.17,2.25,2.84,3.08,1.62,1.4,72.1,3,Male,62.31
7.32,4.74,4.91,1.83,0.19,1.29,1.56,1.78,71.3,4,Female,61.76
5.72,4.31,3.79,3.11,0.54,1.98,2.03,3.21,80.9,3,Female,62.64
7.24,2.95,2.4,2.09,1.74,1.69,1.71,2.13,64.4,2,Male,67.78
5.13,4.45,3.59,2.38,1.99,2.75,3.14,1.68,80.6,9,Female,54.81
7.65,5.99,6.24,0.6,1.27,1.03,3.4,1.85,70.0,4,Male,66.16
8.23,2.92,3.04,2.94,2.21,0.43,2.59,3.6,57.4,1,Female,58.52
6.06,3.94,2.91,1.42,0.86,2.5,3.55,2.36,69.9,1,Female,64.01
5.64,2.43,4.94,0.96,1.18,1.83,1.11,1.2,93.0,4,Female,58.15
4.41,5.91,5.03,3.65,1.26,1.52,2.58,1.56,79.7,1,Male,67.88
6.68,4.36,2.4,2.7,1.07,2.27,3.85,0.93,40.0,9,Female,53.43
6.3,3.22,3.16,2.98,0.0,1.56,3.48,1.59,69.9,9,Female,47.17
5.14,4.64,2.85,2.45,1.48,2.3,3.94,3.45,88.8,10,Female,50.68
7.54,2.69,3.59,1.91,1.41,1.37,1.91,1.85,74.4,9,Female,52.23
6.46,2.95,4.93,1.72,2.36,1.83,3.42,0.8,84.3,1,Female,61.42
5.71,2.31,2.45,2.78,0.47,1.57,2.07,2.39,73.3,7,Male,47.58
6.33,2.9,4.92,3.13,0.99,0.97,3.1,1.65,80.2,9,Male,48.22
8.29,6.54,3.63,1.93,2.46,1.06,3.81,2.51,78.4,9,Male,69.77
7.72,3.4,6.52,4.07,1.73,0.92,1.71,1.78,70.2,5,Male,53.21
6.84,5.2,3.91,1.8,1.94,1.39,0.64,3.3,84.9,10,Female,59.76
7.74,3.25,3.37,0.61,1.86,0.88,4.35,1.18,96.4,2,Male,63.74
5.61,5.64,4.25,0.28,1.87,1.51,2.99,0.95,82.6,7,Male,63.24
7.04,2.96,3.06,0.31,2.96,1.48,2.39,2.84,79.2,3,Female,64.45
7.18,4.56,1.17,1.59,1.57,1.34,2.34,0.2,67.9,10,Male,60.75
6.44,4.58,3.19,1.77,0.69,1.36,0.4,1.85,89.3,9,Male,57.31
7.52,7.99,3.17,2.68,2.01,0.8,2.71,2.72,71.9,10,Female,77.03
6.06,5.45,1.43,1.97,1.05,1.0,1.97,0.03,84.7,1,Female,72.63
7.61,3.61,3.41,2.84,1.41,0.03,2.55,2.06,87.1,3,Male,63.41
7.66,5.53,0.81,2.04,1.8,1.12,2.53,0.65,89.9,4,Female,77.82
3.5,7.71,3.05,2.01,0.84,0.51,0.0,0.34,90.1,10,Female,67.42
8.43,2.06,3.82,1.42,1.09,1.27,2.99,1.04,89.6,7,Male,55.1
3.34,3.24,3.63,3.42,1.88,0.7,2.69,1.83,62.9,10,Female,45.12
6.26,4.14,2.97,0.47,1.06,0.0,2.82,1.36,67.7,9,Male,51.73
8.23,3.87,3.39,2.3,2.28,2.78,2.32,3.0,61.5,3,Female,66.66
6.62,4.0,2.48,1.82,0.71,1.04,2.55,2.07,60.7,2,Female,62.0
5.24,2.54,3.51,2.78,0.71,2.21,2.67,1.56,96.3,7,Male,53.46
5.69,6.61,3.58,1.98,3.02,0.83,2.77,0.82,66.2,8,Male,66.43
8.23,2.37,2.33,2.01,0.28,2.39,2.98,2.2,64.5,3,Male,58.34
4.69,4.2,3.85,1.73,1.48,0.39,2.78,3.85,77.3,7,Female,50.23
8.35,6.07,3.84,3.39,2.98,1.32,4.35,1.37,69.0,4,Female,70.64
6.93,4.45,3.28,2.0,1.48,0.44,1.77,1.47,100.0,8,Female,60.6
5.57,3.03,6.65,3.97,2.58,3.02,2.13,1.05,74.7,7,Male,44.68
6.3,2.48,3.32,2.27,2.02,1.03,4.19,3.07,83.3,7,Female,49.12
5.78,4.16,3.14,2.02,1.49,1.78,2.35,2.83,68.6,1,Female,63.64
8.04,3.36,2.95,1.85,1.4,1.52,3.43,1.6,58.1,9,Male,50.32
7.88,4.81,2.24,2.56,0.0,1.18,2.64,1.46,69.3,7,Male,60.23
4.94,2.4,4.39,1.41,1.24,1.56,2.27,1.15,69.4,3,Male,49.19
6.52,5.72,2.61,2.15,1.69,2.15,3.49,1.74,69.3,5,Male,65.71
5.96,4.67,2.76,2.01,1.69,1.67,3.02,2.92,58.8,3,Male,63.64
8.55,4.78,2.8,2.33,3.47,1.31,0.97,2.04,79.6,2,Male,74.78
5.38,6.66,2.22,2.35,1.72,1.56,2.67,3.16,74.0,5,Female,70.7
8.93,3.84,1.22,2.4,2.0,2.54,1.5,1.35,59.5,7,Male,63.48
6.96,3.41,2.9,2.09,2.43,0.91,3.77,0.0,79.3,8,Male,47.71
5.61,3.68,4.64,3.57,1.93,0.0,4.25,4.34,87.1,10,Female,54.96
6.19,4.21,3.76,2.42,1.43,0.43,4.37,2.19,92.4,7,Female,59.67
6.04,4.36,5.53,4.61,1.44,0.48,2.86,2.7,49.0,1,Male,55.01
5.47,3.25,4.48,2.05,1.22,0.58,2.04,1.29,69.2,4,Female,50.5
7.11,1.47,4.18,2.96,1.86,0.61,2.82,0.77,61.6,5,Male,44.15
5.53,3.66,5.95,1.27,1.36,1.18,1.56,2.14,70.2,10,Male,41.9
4.38,5.04,3.37,3.4,2.0,1.37,4.85,0.21,94.7,2,Male,67.3
6.54,4.7,3.58,1.3,0.69,1.37,3.69,1.76,69.3,9,Male,50.41
4.84,6.3,3.49,2.46,1.62,0.69,2.8,2.92,72.3,3,Male,65.21
6.1,7.43,5.51,1.74,2.74,1.9,3.5,2.4,68.1,7,Female,67.31
5.91,5.64,3.5,2.45,1.32,1.57,2.01,2.23,97.5,5,Female,74.87
5.95,6.57,2.66,1.77,2.97,2.31,1.39,3.57,50.4,10,Male,61.45
9.4,5.65,4.26,1.21,1.63,1.79,0.29,2.34,71.3,3,Male,77.93
7.07,7.06,2.44,1.73,1.45,0.96,2.58,0.29,67.6,5,Male,68.64
7.29,7.28,4.19,3.54,1.59,2.11,2.29,1.87,57.3,7,Female,68.12
4.87,5.93,4.04,2.47,1.25,1.39,3.02,3.73,91.2,2,Female,76.69
6.22,5.56,3.25,0.71,0.0,1.76,2.51,1.72,56.4,3,Male,67.06
7.26,4.19,4.24,3.1,2.2,1.7,2.97,3.68,72.5,8,Female,51.01
5.77,4.44,1.57,1.11,3.25,1.11,3.31,2.92,77.1,8,Male,63.38
8.09,3.99,3.71,2.74,1.88,1.27,1.04,1.63,69.0,7,Female,57.71
5.56,5.43,2.9,2.55,1.93,1.11,3.37,1.03,57.2,2,Male,68.73
6.66,3.42,7.22,2.62,1.35,0.6,2.09,2.31,76.0,3,Female,52.9
6.3,4.21,3.7,3.85,2.43,0.0,3.02,3.14,68.9,10,Female,46.07
7.2,0.97,2.72,1.17,1.47,0.71,3.52,0.58,87.7,10,Female,43.06
6.23,7.08,1.71,2.61,1.71,1.34,3.53,2.11,84.2,5,Female,75.49
6.67,4.17,5.2,3.26,0.25,1.96,2.63,0.16,100.0,6,Male,52.03
6.72,5.18,3.04,1.36,1.08,1.76,2.68,1.69,79.3,1,Male,72.9
6.12,6.69,2.47,1.25,1.79,1.0,3.39,0.51,85.1,7,Female,72.19
7.58,4.95,3.94,1.71,2.23,0.72,1.0,2.51,73.7,1,Female,74.17
7.29,6.67,4.34,2.32,2.25,1.07,1.55,1.38,98.5,1,Female,86.27
6.89,2.64,4.32,0.59,0.24,0.52,2.22,3.04,78.1,6,Female,51.31
6.48,8.1,3.53,2.55,0.32,0.0,1.17,1.51,76.8,9,Male,66.04
7.96,6.13,3.71,0.59,1.97,0.12,2.23,1.43,84.5,10,Female,65.76
6.72,4.81,3.8,3.29,0.9,2.16,2.17,0.55,70.3,5,Female,60.52
6.63,6.64,3.94,2.51,2.22,2.5,2.59,2.35,72.0,6,Male,74.5
7.13,2.75,4.05,3.91,0.2,1.73,2.44,2.44,84.5,6,Male,51.6
9.04,4.07,4.92,2.67,1.42,1.16,3.57,2.85,86.8,5,Male,63.64
5.39,6.67,3.57,1.7,1.47,0.22,3.07,2.59,85.2,8,Male,66.19
7.92,1.7,2.44,1.2,1.88,1.09,2.43,2.36,77.0,8,Female,51.73
4.73,5.34,3.31,2.24,0.68,1.63,2.17,2.54,81.2,5,Female,68.81
7.26,5.3,4.48,1.97,0.0,1.78,2.45,2.63,89.5,3,Female,69.84
8.89,7.45,1.18,3.19,1.64,1.68,2.47,2.82,64.9,9,Female,75.52
7.59,2.13,1.19,1.07,1.92,2.05,5.02,0.63,78.0,7,Female,55.64
7.2,6.91,4.69,4.02,2.31,2.56,1.04,1.58,43.1,5,Female,64.87
6.33,3.66,5.48,3.27,1.21,0.92,1.57,0.54,86.9,3,Male,53.14
7.04,3.83,1.86,1.8,2.12,3.16,1.43,2.3,68.6,5,Male,60.29
6.7,2.67,3.63,3.8,1.89,0.0,2.77,3.47,68.9,9,Female,43.0
6.06,2.87,2.98,1.22,2.56,0.66,2.73,2.81,76.5,4,Male,61.99
6.65,5.11,3.16,2.21,1.46,1.34,1.93,1.45,85.4,9,Male,65.4
7.24,2.83,3.9,0.72,0.12,1.58,3.4,2.45,100.0,3,Female,59.51
6.08,5.61,1.82,3.85,1.45,1.07,2.87,2.31,59.4,2,Female,67.59
6.03,3.51,2.06,0.35,1.57,0.85,3.44,2.21,67.8,1,Male,65.03
5.37,2.68,3.11,0.56,1.91,2.74,3.7,0.83,80.7,2,Female,57.96
7.47,3.71,3.31,1.37,0.27,0.82,0.37,3.18,69.3,3,Female,66.64
7.65,5.01,2.04,3.32,1.25,0.49,3.19,0.94,88.0,8,Female,66.4
7.28,4.08,4.53,2.95,2.19,2.38,1.21,1.67,76.0,6,Female,61.35
8.16,4.55,2.96,2.12,1.42,1.79,2.75,2.86,88.6,7,Male,67.18
7.11,5.54,2.95,3.02,1.26,1.97,2.43,1.66,75.0,1,Female,69.33
7.47,6.12,3.87,1.88,3.03,1.34,2.47,2.07,84.5,7,Female,76.24
7.36,4.03,3.33,2.42,0.64,0.24,1.3,2.11,66.5,7,Male,57.37
6.89,2.93,4.59,3.65,2.49,1.26,3.53,2.06,100.0,6,Female,57.67
6.36,4.61,2.29,1.75,2.32,0.14,1.21,2.1,57.6,7,Female,57.38
9.66,5.21,1.68,1.23,1.32,1.37,3.25,2.19,69.5,2,Female,76.5
6.46,2.31,3.1,2.47,1.47,1.66,1.07,2.07,61.0,5,Female,52.05
6.2,3.16,3.58,2.74,1.47,1.95,2.48,1.19,87.6,8,Male,56.12
7.52,3.42,1.89,2.11,1.65,1.14,4.3,0.6,84.5,2,Male,71.46
7.3,4.19,1.7,3.0,1.02,1.72,4.86,2.9,63.4,2,Male,62.97
